file_name,drums_path,no_drums_path
/Users/mac/Downloads/fma_small/104/104010.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104010/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104010/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104625.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104625/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104625/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104779.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104779/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104779/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104009.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104009/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104009/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104357.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104357/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104357/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104356.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104356/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104356/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104008.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104008/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104008/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104434.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104434/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104434/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104780.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104780/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104780/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104227.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104227/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104227/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104068.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104068/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104068/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104283.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104283/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104283/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104724.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104724/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104724/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104725.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104725/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104725/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104282.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104282/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104282/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104279.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104279/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104279/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104668.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104668/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104668/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104278.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104278/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104278/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104086.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104086/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104086/no_drums.mp3
/Users/mac/Downloads/fma_small/104/104284.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104284/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/104284/no_drums.mp3
/Users/mac/Downloads/fma_small/103/103519.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103519/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103519/no_drums.mp3
/Users/mac/Downloads/fma_small/103/103518.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103518/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103518/no_drums.mp3
/Users/mac/Downloads/fma_small/103/103523.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103523/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103523/no_drums.mp3
/Users/mac/Downloads/fma_small/103/103522.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103522/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103522/no_drums.mp3
/Users/mac/Downloads/fma_small/103/103520.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103520/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103520/no_drums.mp3
/Users/mac/Downloads/fma_small/103/103521.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103521/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103521/no_drums.mp3
/Users/mac/Downloads/fma_small/103/103800.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103800/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103800/no_drums.mp3
/Users/mac/Downloads/fma_small/103/103808.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103808/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103808/no_drums.mp3
/Users/mac/Downloads/fma_small/103/103600.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103600/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/103600/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150018.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150018/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150018/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150268.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150268/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150268/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150080.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150080/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150080/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150078.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150078/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150078/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150079.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150079/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150079/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150287.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150287/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150287/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150063.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150063/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150063/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150062.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150062/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150062/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150288.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150288/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150288/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150267.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150267/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150267/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150064.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150064/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150064/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150266.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150266/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150266/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150073.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150073/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150073/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150265.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150265/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150265/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150015.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150015/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150015/no_drums.mp3
/Users/mac/Downloads/fma_small/150/150017.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150017/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/150017/no_drums.mp3
/Users/mac/Downloads/fma_small/102/102114.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/102114/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/102114/no_drums.mp3
/Users/mac/Downloads/fma_small/102/102112.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/102112/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/102112/no_drums.mp3
/Users/mac/Downloads/fma_small/102/102092.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/102092/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/102092/no_drums.mp3
/Users/mac/Downloads/fma_small/102/102195.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/102195/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/102195/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105141.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105141/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105141/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105196.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105196/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105196/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105022.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105022/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105022/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105142.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105142/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105142/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105145.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105145/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105145/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105408.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105408/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105408/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105144.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105144/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105144/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105916.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105916/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105916/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105719.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105719/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105719/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105718.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105718/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105718/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105917.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105917/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105917/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105685.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105685/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105685/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105450.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105450/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105450/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105915.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105915/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105915/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105914.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105914/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105914/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105451.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105451/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105451/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105119.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105119/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105119/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105722.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105722/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105722/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105683.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105683/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105683/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105720.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105720/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105720/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105912.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105912/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105912/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105443.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105443/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105443/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105682.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105682/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105682/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105670.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105670/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105670/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105664.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105664/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105664/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105671.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105671/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105671/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105673.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105673/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105673/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105920.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105920/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105920/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105713.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105713/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105713/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105712.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105712/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105712/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105672.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105672/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105672/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105662.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105662/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105662/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105919.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105919/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105919/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105716.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105716/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105716/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105717.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105717/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105717/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105918.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105918/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105918/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105887.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105887/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105887/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105715.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105715/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105715/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105714.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105714/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105714/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105890.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105890/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105890/no_drums.mp3
/Users/mac/Downloads/fma_small/105/105674.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105674/drums.mp3,/Users/mac/Desktop/demucs_out/mdx_extra/105674/no_drums.mp3
